date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265
2022-07-11,0,0,1,37,2,0,38,2,1,40,1,61,608,2,1,0,6,1,1,1,1,1,3,221,30,1,0,4,2,0,0,0,41,1,1,1,2,1,7,8,214,64,1592,0,125,0,2,2382,3,616,9,11,3,1,7,5,0,0,0,0,11,2,1,0,52,25,1,2245,6,460,8,4,0,243,639,4,1,4,1395,5,1,12,5,0,0,1,524,303,6,1304,4,3,17,1,10,1,17,0,0,1732,1,2,0,0,0,3,1792,0,0,0,0,2,1121,846,0,60,2,0,0,0,6,2,5,2,440,1,2,2,11,13,3,5733,0,9,4,0,1082,2895,2,2118,2149,2706,982,672,30,54,1,457,1,0,765,57,2,1,5,0,9,532,4,1,4446,3732,2766,2041,4,396,3,12,5,3146,2,0,1,0,2,0,2,2,11,0,15,2,0,0,1,3809,0,9,5,1,5,2,12,3,2,3,6,0,0,2,0,3,3,0,8,0,0,1,160,2,539,2,5,0,12,7,1,6,13,3,0,4,13,101,5,61,1,2,1876,2931,1220,67,1299,2275,7,3855,4480,1677,2339,0,1,6,6,57,0,1286,9,1,1473,0,0,0,0,3,9,13,1,0,3,13,543,1195,1659,1178,16
2022-07-12,1,0,0,56,2,0,34,0,1,32,0,68,704,11,1,1,1,1,2,2,3,0,4,291,28,1,0,5,3,0,2,2,35,4,0,3,5,3,6,12,211,69,1815,0,108,0,3,2893,6,758,8,16,2,0,3,0,0,0,0,0,5,4,4,0,57,32,0,2634,10,483,0,2,0,189,681,9,1,3,1703,9,2,7,5,0,3,1,606,298,10,1704,5,3,11,2,10,0,36,1,0,2052,2,3,0,0,0,3,2352,0,0,0,0,6,1311,972,0,76,4,0,2,2,6,0,2,3,506,0,2,0,25,11,0,5148,0,14,0,3,1262,2769,2,2345,2671,3330,1074,742,38,40,0,607,2,1,846,71,3,0,1,0,4,607,5,4,5798,4514,3605,2531,5,478,0,6,1,3722,4,0,2,0,0,0,3,0,8,0,21,0,0,0,2,3992,0,8,9,1,3,2,11,4,3,2,8,0,0,1,1,2,1,0,5,0,3,1,228,1,684,1,6,0,18,11,0,5,9,2,0,3,22,116,5,52,2,9,2372,3577,1499,68,1471,2943,7,4492,5521,1862,2490,0,3,9,6,80,0,1669,6,0,1727,4,0,0,0,2,10,18,2,0,2,14,541,1269,1868,1146,11
2022-07-13,0,0,0,54,0,0,37,0,1,28,1,66,845,5,1,0,6,1,1,2,1,2,5,292,36,1,0,8,3,0,0,2,52,5,2,1,4,2,8,15,274,81,1697,1,125,0,1,3143,7,766,5,13,2,0,3,3,0,0,0,1,9,4,2,0,67,32,1,2701,3,487,2,0,3,233,637,12,1,3,2045,6,4,9,4,0,0,4,720,344,4,1803,6,3,11,2,6,1,19,1,0,2021,1,2,0,0,0,1,2548,3,0,0,0,5,1355,989,0,72,3,0,5,0,2,2,0,3,528,1,2,0,15,18,1,4948,2,10,2,3,1340,2953,2,2498,2726,3828,1133,756,39,42,0,713,0,0,856,60,1,1,4,0,8,784,3,2,5688,4460,3644,2614,4,485,3,6,4,3941,1,0,1,2,0,0,5,1,17,1,30,2,1,0,2,3837,0,5,5,0,3,1,14,2,0,0,6,2,0,0,0,4,4,0,5,0,0,2,217,2,699,2,3,0,16,7,3,2,10,2,0,4,17,143,10,82,0,3,2482,3840,1802,90,1635,3201,3,4369,5604,1974,3010,0,3,4,15,57,0,1653,5,1,1898,1,0,1,0,4,13,21,1,5,0,26,664,1334,1910,1241,11
2022-07-14,4,0,1,76,2,0,43,1,0,30,2,46,802,3,1,0,6,1,2,1,1,2,2,276,34,2,0,7,2,0,3,0,54,2,2,6,11,3,9,20,263,78,1902,0,115,2,0,3223,7,779,8,19,1,0,2,2,0,0,0,3,12,3,1,0,79,32,0,2677,6,484,1,2,0,223,661,5,1,2,2312,3,3,8,5,0,3,3,709,309,4,1859,6,3,8,4,8,1,35,1,0,2039,2,2,0,0,0,4,2603,2,1,0,0,7,1420,1219,0,74,3,0,7,0,1,0,1,2,591,0,5,0,25,9,2,5123,0,10,4,2,1387,2773,1,2424,2861,3536,1152,815,46,44,0,894,1,0,869,76,0,1,3,2,3,841,5,2,5470,4307,3547,2657,4,511,3,6,1,3933,0,0,3,1,0,0,3,1,7,1,14,5,0,0,1,3846,0,7,4,2,7,1,21,2,4,4,6,3,0,1,2,2,1,0,2,0,2,1,205,3,742,4,6,1,17,15,2,3,8,6,0,2,17,141,8,71,3,6,2415,3679,1631,91,1618,3168,5,4337,5313,2005,2852,0,1,1,8,70,0,1789,17,2,1986,2,0,2,0,2,16,18,3,1,1,21,604,1308,1978,1211,17
2022-07-15,2,0,2,106,2,0,52,0,1,48,1,81,662,3,2,3,4,0,1,1,3,1,3,325,39,1,0,7,2,0,2,1,54,2,6,3,2,1,4,13,276,88,1740,0,131,0,2,3219,11,792,9,24,1,0,4,3,0,0,0,2,9,0,1,0,74,32,0,2721,7,483,1,3,0,275,638,11,4,3,2910,14,5,18,3,0,1,3,685,347,6,1812,7,5,8,0,2,0,19,1,0,1748,2,2,0,0,0,9,2453,2,0,0,0,11,1388,1397,1,79,3,1,5,0,3,2,1,1,550,2,6,2,22,7,1,4994,1,15,4,1,1365,2994,2,2087,2621,3235,1065,973,57,59,2,1203,1,1,893,77,1,0,3,0,5,932,5,2,4297,3333,2918,2438,3,459,3,6,4,3401,0,0,0,3,1,0,2,0,15,0,19,3,0,1,2,3573,0,11,7,5,1,1,20,3,0,5,10,1,0,4,2,4,2,0,6,0,3,1,201,2,790,2,5,0,12,9,0,5,8,5,1,1,13,135,8,60,1,1,2123,3291,1412,107,1497,2790,3,3507,4052,1924,2859,0,2,3,17,66,0,1619,8,1,2256,2,0,2,1,1,22,29,2,3,3,13,660,1240,2116,1445,13
2022-07-16,1,0,2,176,2,0,52,0,0,44,0,84,599,2,0,0,4,5,0,1,1,1,4,289,44,1,0,7,0,0,2,1,67,6,4,3,10,0,7,9,331,93,1833,2,182,1,1,3734,10,833,4,19,0,5,6,9,0,0,0,1,11,2,1,1,82,40,0,2914,8,295,1,4,0,266,477,7,0,0,4192,24,1,13,3,0,2,0,715,361,4,1737,0,3,14,1,14,0,36,0,0,1464,0,1,0,0,0,1,2711,0,0,0,0,31,1576,1760,1,94,1,0,4,0,2,0,0,0,624,1,8,1,14,12,3,4852,3,9,1,1,1335,1763,1,1250,2513,3303,902,1244,69,72,1,1791,0,1,804,73,1,1,3,1,3,1062,5,2,3288,2769,2652,2245,1,366,2,9,0,3237,1,0,0,1,0,0,2,0,17,2,39,1,0,2,0,2965,0,9,11,4,1,0,26,2,5,2,2,2,1,1,3,9,0,0,2,0,1,1,244,3,1031,1,5,0,13,11,5,0,5,1,0,1,21,177,2,70,0,3,1967,3053,1316,197,1391,2742,4,2557,3091,1610,2697,1,1,3,16,68,0,1777,16,3,2780,2,0,0,0,6,65,55,0,0,0,16,692,981,2076,1063,14
2022-07-17,2,0,1,125,2,0,60,1,1,26,0,64,443,2,0,0,3,2,2,0,0,2,3,262,35,0,0,4,1,0,0,2,35,3,7,4,5,0,5,11,261,103,1551,1,119,0,2,3025,12,745,1,11,0,0,4,5,0,0,0,2,10,0,2,0,60,28,1,2432,7,365,5,0,0,250,481,4,1,2,3147,19,0,14,3,0,2,0,489,231,6,1563,1,4,10,2,4,1,20,1,0,1279,0,0,0,0,0,0,1889,0,0,0,0,23,1106,1392,0,72,1,0,5,0,3,2,0,2,505,1,6,0,16,13,1,5720,0,6,5,1,988,2825,3,945,1905,2528,872,915,56,56,1,1425,0,0,721,73,0,0,2,0,3,825,7,4,2492,2488,2003,1956,1,376,5,16,1,2693,3,0,3,1,1,0,1,0,14,1,21,0,0,1,1,3558,0,8,10,2,4,1,12,3,1,6,0,1,0,2,1,6,2,0,3,0,0,1,178,2,807,2,5,0,7,13,1,4,6,0,0,4,16,129,9,80,0,3,1553,2759,1052,123,1087,2151,5,2035,2386,1401,2425,1,8,2,10,67,0,1380,20,2,2034,1,0,1,0,6,42,39,1,1,2,15,562,746,1603,1100,13
2022-07-18,4,0,1,40,1,0,52,0,1,39,3,51,556,11,0,2,6,1,3,2,1,2,0,263,21,2,0,10,2,0,0,1,34,0,7,2,3,3,4,8,222,51,1351,0,113,0,1,2293,3,529,4,16,1,0,3,3,0,0,0,1,7,5,0,1,37,15,0,2137,2,390,1,3,1,238,658,11,3,2,1469,9,2,14,3,0,1,3,463,277,11,1375,4,4,12,4,11,0,21,2,0,1755,2,1,0,0,0,3,1855,3,1,0,0,8,1088,824,0,88,1,0,1,0,3,2,0,0,421,1,6,2,13,12,4,5777,1,5,2,0,1108,2799,4,2230,2289,2603,898,653,38,48,0,471,1,1,695,65,0,0,0,0,7,563,2,1,4654,3772,2949,2170,4,472,1,4,2,3153,0,1,1,4,4,0,2,0,19,2,18,1,1,0,1,3790,0,6,3,1,2,2,15,1,2,1,7,1,0,3,0,0,2,0,15,0,1,1,153,4,561,2,4,2,13,15,4,6,9,4,0,3,14,111,5,72,1,4,1839,2985,1153,58,1322,2415,3,3678,4226,1684,2238,0,1,5,20,90,0,1075,5,2,1451,0,0,1,1,3,13,8,1,4,2,21,490,1055,1670,984,1
2022-07-19,2,0,2,56,1,0,55,0,0,35,3,66,767,9,1,0,3,2,2,2,2,1,2,296,30,4,0,6,1,0,1,3,49,1,3,4,5,5,9,13,210,69,1859,1,126,0,3,2925,5,765,4,26,4,0,4,6,0,0,0,1,12,6,2,0,66,28,0,2689,3,490,2,4,0,221,630,8,0,2,1850,13,2,10,5,0,4,3,654,343,8,1625,5,3,9,0,13,0,34,0,0,2065,0,1,0,0,0,6,2332,2,0,0,0,8,1252,971,0,75,3,0,2,0,2,0,1,1,549,0,6,0,15,16,2,5405,0,8,3,3,1258,2967,2,2383,2646,3389,1130,740,54,48,2,573,2,1,847,73,1,0,3,0,5,636,2,1,5462,4437,3677,2584,5,507,0,7,4,3892,1,0,1,2,1,0,5,0,14,1,24,1,1,0,0,3875,0,9,6,1,2,2,16,3,3,9,12,1,0,5,0,2,3,0,6,0,5,1,183,6,657,1,4,0,14,6,3,4,9,5,0,4,20,105,2,67,0,3,2393,3442,1597,69,1562,3042,7,4395,5615,1946,2589,0,1,7,9,82,0,1622,9,4,1718,1,1,0,0,5,16,11,0,2,1,19,549,1258,1904,1364,10
2022-07-20,0,0,0,56,1,0,49,1,2,35,1,66,766,4,2,1,6,1,3,1,0,2,2,301,44,0,0,5,2,0,1,2,46,2,4,4,3,1,14,21,225,70,1624,0,136,0,2,3229,9,779,8,21,2,1,1,6,0,0,0,1,8,1,2,1,53,23,1,2718,2,425,6,4,1,237,658,11,1,0,2123,19,3,9,4,0,4,2,743,357,7,1783,4,1,9,1,7,0,27,0,0,2124,2,2,0,0,0,2,2565,1,0,0,0,9,1345,1064,0,77,2,0,2,1,3,1,2,7,591,2,6,1,21,16,2,4952,7,4,2,1,1312,2841,2,2491,2760,3558,1172,835,44,41,1,704,1,1,899,72,0,1,4,0,10,814,2,2,5359,4463,3695,2669,8,557,2,12,2,3881,2,0,1,0,0,0,3,0,18,0,23,1,0,0,1,3780,0,9,3,1,4,2,20,5,2,4,5,2,0,1,1,1,1,1,4,1,0,1,223,2,661,2,3,0,18,15,3,3,10,3,0,2,15,133,5,74,0,0,2609,3727,1706,134,1630,3151,6,4384,5780,2029,2886,0,0,3,5,75,0,1880,3,0,1947,3,0,1,0,0,36,26,1,0,2,13,612,1271,1950,1190,6
2022-07-21,3,0,3,77,0,0,38,0,0,37,2,49,739,6,1,1,4,2,2,0,1,2,2,292,32,3,0,8,1,1,0,2,34,3,3,4,3,5,10,15,250,78,1880,1,119,1,1,3189,4,730,6,22,1,0,3,5,1,0,0,2,9,3,0,2,62,32,2,2768,3,414,2,5,1,220,663,8,3,2,2269,9,2,12,9,0,1,3,707,382,7,1843,6,6,6,1,9,0,30,3,0,2028,2,1,0,0,0,4,2662,2,0,0,0,9,1358,1170,1,82,6,0,1,1,5,1,0,1,547,0,4,1,25,11,4,4841,3,9,0,1,1380,2797,3,2414,2681,3516,1092,826,46,47,1,866,0,1,865,79,2,1,1,0,8,834,6,1,5276,4219,3322,2648,3,516,3,5,2,3849,0,0,1,3,0,0,1,1,13,3,15,2,0,0,2,3592,0,9,8,2,3,3,22,3,1,6,9,0,1,2,0,2,2,0,6,0,0,1,202,3,702,2,2,0,17,8,3,5,8,5,0,4,29,134,3,68,0,3,2383,3613,1598,101,1552,3102,4,4161,5246,1951,2794,0,1,5,10,68,0,1679,9,1,1985,2,0,2,0,4,23,14,2,2,2,17,600,1331,2044,1304,11
2022-07-22,6,0,2,112,1,0,57,1,2,40,1,63,672,2,2,0,12,2,0,1,3,2,2,283,41,1,0,4,2,0,0,2,39,3,4,2,8,0,9,12,275,89,1720,2,139,1,6,3105,10,763,4,20,0,0,4,6,0,0,0,1,12,3,5,1,63,24,1,2577,4,449,4,3,0,305,638,11,4,1,2915,10,5,8,6,0,0,3,662,322,1,1725,8,4,15,0,7,0,46,1,0,1666,2,1,0,0,0,4,2458,0,1,0,0,13,1424,1404,0,88,1,1,3,0,4,1,2,2,520,0,2,0,11,18,2,4965,2,9,7,2,1444,2940,4,2097,2741,3064,1147,907,41,56,0,1092,1,2,980,60,0,0,2,0,5,891,2,2,4240,3182,2745,2395,7,434,4,10,2,3463,1,0,2,1,2,0,7,0,16,0,18,3,1,0,1,3511,0,9,5,1,3,1,13,3,1,5,7,0,0,1,0,2,3,0,4,1,2,2,216,2,730,0,3,0,13,11,4,5,9,2,0,0,29,156,5,66,0,4,2258,3235,1388,113,1455,2754,11,3502,4049,2016,2827,0,2,1,5,66,0,1390,3,0,2235,2,0,1,0,1,39,23,1,2,1,23,553,1280,2126,1292,17
